Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,5,0,2,23,3480,1160,0,0,5
2,4,0,1,24,14160,1770,0,0,9
3,4,0,3,22,16560,1656,0,0,13
4,5,0,4,21,21300,1521,0,0,18
5,6,0,5,20,37800,1989,0,0,24
6,6,0,7,18,52920,2300,0,0,30
7,9,0,11,14,70440,2515,0,0,39
8,6,0,3,22,114600,2728,0,0,45
9,4,0,4,21,125160,2781,0,0,49
10,8,0,6,19,144420,2831,0,0,57
11,10,0,8,17,157440,2668,0,0,67
12,11,0,7,18,189540,2669,0,0,78
13,14,0,16,9,213360,2807,0,0,92
14,15,0,19,6,252540,2869,0,0,107
15,9,0,13,12,324240,3147,0,0,116
16,10,0,14,11,373380,3333,0,0,126
17,7,0,4,21,434580,3368,0,0,133
18,11,0,5,20,462480,3327,0,0,144
19,11,0,8,17,482280,3280,0,0,155
20,6,0,8,17,500520,3271,0,0,161
21,6,0,8,17,529620,3330,0,0,167
22,9,0,10,15,564420,3400,0,0,176
23,6,0,11,14,584220,3416,0,0,182
24,6,0,7,18,635040,3508,0,0,188
25,3,0,5,20,649800,3493,0,0,191
26,6,0,5,20,674940,3515,0,0,197
27,4,0,3,22,699420,3532,0,0,201
28,5,0,5,20,711720,3540,0,0,206
29,4,0,6,19,720000,3529,0,0,210
30,10,0,10,15,741720,3532,0,0,220
31,3,0,6,19,776100,3576,0,0,223
32,10,0,10,15,799740,3586,0,0,233
33,8,0,12,13,821700,3588,0,0,241
34,15,0,12,13,873540,3580,0,0,256
35,15,0,16,9,908040,3560,0,0,271
36,11,0,13,12,959700,3567,0,0,282
37,15,0,13,12,1028160,3620,0,0,297
38,12,0,13,12,1069440,3612,0,0,309
39,13,0,11,14,1122780,3610,0,0,322
40,12,0,14,11,1159620,3623,0,0,334
41,7,0,9,16,1213140,3654,0,0,341
42,11,0,10,15,1250100,3655,0,0,352
43,14,0,14,11,1275120,3622,0,0,366
44,10,0,9,16,1328580,3620,0,0,376
45,1,0,3,22,1362060,3641,0,0,377
46,5,0,3,22,1383660,3650,0,0,382
47,5,0,5,20,1391160,3641,0,0,387
48,3,0,4,21,1403520,3636,0,0,390
49,12,0,11,14,1420020,3631,0,0,402
50,5,0,9,16,1455720,3657,0,0,407
51,8,0,5,20,1494240,3644,0,0,415
52,11,0,8,17,1523880,3645,0,0,426
53,7,0,8,17,1539480,3622,0,0,433
54,3,0,9,16,1555740,3643,0,0,436
55,8,0,7,18,1609380,3682,0,0,444
56,8,0,7,18,1641300,3688,0,0,452
57,6,0,8,17,1662300,3694,0,0,458
58,9,0,8,17,1708260,3721,0,0,467
59,11,0,8,17,1735920,3693,0,0,478
60,7,0,10,15,1753380,3691,0,0,485
61,5,0,5,20,1796760,3704,0,0,490
62,15,0,11,14,1818480,3681,0,0,505
63,8,0,13,12,1848900,3697,0,0,513
64,5,0,9,16,1903020,3738,0,0,518
65,7,0,8,17,1944180,3760,0,0,525
66,8,0,9,16,1965240,3750,0,0,533
67,9,0,9,16,1993500,3740,0,0,542
68,9,0,9,16,2026860,3739,0,0,551
69,8,0,8,17,2051520,3723,0,0,559
70,5,0,7,18,2078940,3732,0,0,564
71,6,0,8,17,2104080,3743,0,0,570
72,5,0,4,21,2140740,3749,0,0,575
73,3,0,3,22,2160780,3757,0,0,578
74,2,0,4,21,2167380,3762,0,0,580
75,10,0,6,19,2187300,3745,0,0,590
76,6,0,6,19,2201880,3732,0,0,596
77,9,0,8,17,2235000,3743,0,0,605
78,6,0,6,19,2261880,3738,0,0,611
79,3,0,5,20,2280240,3744,0,0,614
80,13,0,11,14,2299440,3732,0,0,627
81,7,0,10,15,2320860,3719,0,0,634
82,10,0,9,16,2358600,3714,0,0,644
83,15,0,12,13,2394600,3701,0,0,659
84,13,0,13,12,2429520,3686,0,0,672
85,17,0,13,12,2489220,3682,0,0,689
86,13,0,13,12,2523000,3661,0,0,702
87,15,0,17,8,2554080,3648,0,0,717
88,10,0,10,15,2634660,3674,0,0,727
89,7,0,8,17,2667360,3674,0,0,734
90,4,0,6,19,2703660,3693,0,0,738
91,7,0,7,18,2730540,3699,0,0,745
92,9,0,11,14,2742060,3690,0,0,754
93,3,0,4,21,2783880,3697,0,0,757
94,8,0,9,16,2788620,3688,0,0,765
95,5,0,7,18,2820360,3696,0,0,770
96,5,0,3,22,2865660,3711,0,0,775
97,7,0,6,19,2869920,3698,0,0,782
98,4,0,4,21,2897640,3705,0,0,786
99,7,0,9,16,2902800,3702,0,0,793
100,9,0,12,13,2930820,3709,0,0,802
101,8,0,14,11,2963520,3723,0,0,810
102,4,0,7,18,3029700,3754,0,0,814
103,4,0,3,22,3061920,3756,0,0,818
104,7,0,4,21,3079200,3750,0,0,825
105,8,0,8,17,3093540,3749,0,0,833
106,8,0,9,16,3113940,3742,0,0,841
107,12,0,9,16,3145680,3727,0,0,853
108,12,0,14,11,3178500,3735,0,0,865
109,15,0,15,10,3226380,3729,0,0,880
110,9,0,13,12,3274620,3738,0,0,889
111,8,0,9,16,3338580,3759,0,0,897
112,16,0,20,5,3355560,3757,0,0,913
113,13,0,15,10,3421860,3756,0,0,926
114,7,0,12,13,3465120,3762,0,0,933
115,10,0,7,18,3518340,3758,0,0,943
116,12,0,9,16,3567300,3770,0,0,955
117,5,0,4,21,3596100,3761,0,0,960
118,6,0,2,23,3619320,3754,0,0,966
119,8,0,6,19,3629340,3749,0,0,974
120,3,0,3,22,3648540,3745,0,0,977
121,4,0,4,21,3658680,3744,0,0,981
122,4,0,6,19,3676980,3755,0,0,985
123,6,0,4,21,3700860,3749,0,0,991
124,2,0,1,24,3712320,3742,0,0,993
125,9,0,8,17,3720480,3742,0,0,1002
126,9,0,7,18,3739680,3724,0,0,1011
