Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,4,0,3,22,3300,3300,0,0,4
2,6,0,7,18,4860,1620,0,0,10
3,5,0,7,18,21180,2647,0,0,15
4,4,0,4,21,41040,2736,0,0,19
5,3,0,5,20,49260,2897,0,0,22
6,4,0,3,22,75060,3263,0,0,26
7,9,0,5,20,90900,3030,0,0,35
8,13,0,10,15,107400,2826,0,0,48
9,8,0,8,17,145080,3022,0,0,56
10,12,0,12,13,176100,3144,0,0,68
11,10,0,13,12,204180,3141,0,0,78
12,9,0,13,12,242040,3270,0,0,87
13,19,0,17,8,290760,3266,0,0,106
14,12,0,11,14,352500,3294,0,0,118
15,9,0,9,16,394500,3343,0,0,127
16,9,0,10,15,429900,3411,0,0,136
17,10,0,7,18,473520,3406,0,0,146
18,9,0,11,14,489600,3400,0,0,155
19,8,0,12,13,526380,3485,0,0,163
20,8,0,7,18,571140,3482,0,0,171
21,3,0,6,19,587160,3495,0,0,174
22,6,0,5,20,613620,3506,0,0,180
23,6,0,8,17,630960,3544,0,0,186
24,7,0,7,18,666480,3583,0,0,193
25,3,0,3,22,687480,3562,0,0,196
26,11,0,7,18,712740,3563,0,0,207
27,3,0,4,21,725520,3521,0,0,210
28,6,0,7,18,738900,3535,0,0,216
29,7,0,8,17,752640,3500,0,0,223
30,6,0,5,20,783840,3499,0,0,229
31,13,0,8,17,807660,3451,0,0,242
32,14,0,9,16,832680,3371,0,0,256
33,11,0,14,11,846780,3346,0,0,267
34,10,0,12,13,893340,3371,0,0,277
35,14,0,16,9,940920,3421,0,0,291
36,13,0,12,13,1002780,3434,0,0,304
37,7,0,11,14,1036320,3454,0,0,311
38,8,0,10,15,1085340,3512,0,0,319
39,13,0,15,10,1108500,3496,0,0,332
40,11,0,8,17,1182660,3530,0,0,343
41,10,0,9,16,1222500,3553,0,0,353
42,7,0,8,17,1252500,3558,0,0,360
43,10,0,11,14,1279320,3563,0,0,370
44,11,0,7,18,1335060,3569,0,0,381
45,2,0,4,21,1355700,3577,0,0,383
46,6,0,7,18,1370100,3586,0,0,389
47,7,0,8,17,1388160,3577,0,0,396
48,5,0,4,21,1417680,3570,0,0,401
49,4,0,5,20,1428120,3570,0,0,405
50,5,0,2,23,1461780,3582,0,0,410
51,5,0,5,20,1472820,3592,0,0,415
52,4,0,7,18,1475700,3581,0,0,419
53,9,0,8,17,1509360,3593,0,0,428
54,9,0,14,11,1517640,3587,0,0,437
55,9,0,16,9,1546740,3597,0,0,446
56,9,0,11,14,1632360,3676,0,0,455
57,12,0,16,9,1656000,3671,0,0,467
58,15,0,18,7,1703100,3670,0,0,482
59,6,0,6,19,1761660,3654,0,0,488
60,7,0,7,18,1792800,3673,0,0,495
61,10,0,9,16,1810860,3650,0,0,505
62,12,0,9,16,1858560,3658,0,0,517
63,15,0,14,11,1879320,3628,0,0,532
64,12,0,15,10,1912200,3614,0,0,544
65,11,0,15,10,1960560,3630,0,0,555
66,10,0,11,14,2040480,3683,0,0,565
67,5,0,5,20,2092320,3703,0,0,570
68,4,0,4,21,2112420,3706,0,0,574
69,6,0,5,20,2131800,3707,0,0,580
70,6,0,7,18,2143440,3701,0,0,586
