Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,5,0,4,21,1740,1740,0,0,5
2,5,0,5,20,19500,3900,0,0,10
3,3,0,2,23,41700,3790,0,0,13
4,4,0,4,21,48000,3692,0,0,17
5,4,0,5,20,55440,3465,0,0,21
6,8,0,5,20,74100,3087,0,0,29
7,7,0,9,16,77520,2871,0,0,36
8,7,0,9,16,116640,3430,0,0,43
9,15,0,13,12,154020,3422,0,0,58
10,12,0,12,13,196620,3390,0,0,70
11,14,0,11,14,243000,3328,0,0,84
12,14,0,16,9,269760,3289,0,0,98
13,9,0,12,13,327780,3450,0,0,107
14,6,0,10,15,373260,3623,0,0,113
15,10,0,12,13,408300,3678,0,0,123
16,16,0,13,12,456120,3620,0,0,139
17,8,0,7,18,507600,3625,0,0,147
18,6,0,6,19,529380,3601,0,0,153
19,8,0,7,18,552540,3587,0,0,161
20,8,0,9,16,573960,3587,0,0,169
21,9,0,7,18,602580,3523,0,0,178
22,7,0,7,18,633540,3559,0,0,185
23,6,0,6,19,661020,3573,0,0,191
24,9,0,6,19,686880,3540,0,0,200
25,8,0,8,17,696900,3484,0,0,208
26,8,0,5,20,737460,3495,0,0,216
27,3,0,4,21,757320,3522,0,0,219
28,2,0,3,22,770640,3535,0,0,221
29,10,0,10,15,774360,3503,0,0,231
30,6,0,9,16,802020,3517,0,0,237
31,9,0,11,14,839520,3572,0,0,246
32,10,0,9,16,882660,3573,0,0,256
33,14,0,10,15,913080,3511,0,0,270
34,7,0,9,16,955800,3566,0,0,277
35,7,0,11,14,969660,3551,0,0,284
36,13,0,14,11,1008120,3562,0,0,297
37,13,0,13,12,1056840,3558,0,0,310
38,13,0,12,13,1101420,3541,0,0,323
39,11,0,12,13,1158240,3597,0,0,334
40,8,0,12,13,1174200,3558,0,0,342
41,12,0,12,13,1226940,3587,0,0,354
42,8,0,9,16,1272240,3604,0,0,362
43,6,0,7,18,1308060,3623,0,0,368
44,6,0,4,21,1338660,3618,0,0,374
45,2,0,3,22,1352580,3626,0,0,376
46,5,0,6,19,1370760,3655,0,0,381
47,6,0,9,16,1378500,3646,0,0,387
48,1,0,3,22,1405140,3649,0,0,388
49,7,0,8,17,1415820,3658,0,0,395
50,4,0,7,18,1429320,3646,0,0,399
51,4,0,5,20,1456860,3660,0,0,403
52,5,0,3,22,1480860,3656,0,0,408
53,8,0,5,20,1492320,3630,0,0,416
54,6,0,5,20,1512480,3627,0,0,422
55,6,0,8,17,1525080,3631,0,0,428
56,7,0,7,18,1553040,3628,0,0,435
57,13,0,17,8,1567860,3637,0,0,448
