Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,3,0,1,24,1980,990,0,0,3
2,1,0,2,23,1980,990,0,0,4
3,6,0,6,19,3600,900,0,0,10
4,6,0,7,18,21840,2426,0,0,16
5,8,0,5,20,49440,2602,0,0,24
6,3,0,7,18,55860,2793,0,0,27
7,8,0,9,16,78600,3023,0,0,35
8,7,0,9,16,110700,3354,0,0,42
9,8,0,10,15,138960,3474,0,0,50
10,9,0,8,17,173460,3401,0,0,59
11,10,0,10,15,202800,3437,0,0,69
12,11,0,11,14,243660,3531,0,0,80
13,16,0,12,13,290400,3457,0,0,96
14,13,0,15,10,329580,3506,0,0,109
15,11,0,11,14,382740,3511,0,0,120
16,13,0,11,14,430860,3531,0,0,133
17,11,0,13,12,460440,3514,0,0,144
18,8,0,10,15,514080,3620,0,0,152
19,9,0,5,20,565680,3626,0,0,161
20,12,0,12,13,582240,3616,0,0,173
21,7,0,9,16,614340,3592,0,0,180
22,7,0,3,22,665100,3614,0,0,187
23,10,0,7,18,679380,3575,0,0,197
24,7,0,9,16,700440,3592,0,0,204
25,5,0,4,21,736200,3591,0,0,209
26,5,0,4,21,760740,3622,0,0,214
27,4,0,6,19,767820,3621,0,0,218
28,3,0,4,21,786900,3626,0,0,221
29,3,0,3,22,809340,3662,0,0,224
30,9,0,5,20,819780,3595,0,0,233
31,5,0,6,19,833940,3594,0,0,238
32,12,0,12,13,853560,3586,0,0,250
33,12,0,14,11,892740,3599,0,0,262
34,9,0,12,13,932520,3600,0,0,271
35,10,0,7,18,979020,3573,0,0,281
36,10,0,8,17,1010880,3572,0,0,291
37,14,0,12,13,1033380,3526,0,0,305
38,11,0,11,14,1080120,3541,0,0,316
39,9,0,5,20,1111680,3474,0,0,325
40,8,0,7,18,1125960,3453,0,0,333
41,10,0,8,17,1158420,3457,0,0,343
42,8,0,9,16,1185360,3465,0,0,351
43,11,0,5,20,1226580,3435,0,0,362
44,9,0,6,19,1251720,3429,0,0,371
45,8,0,5,20,1275540,3410,0,0,379
46,6,0,6,19,1290000,3403,0,0,385
47,4,0,2,23,1312920,3392,0,0,389
48,5,0,4,21,1317420,3378,0,0,394
49,4,0,6,19,1336560,3409,0,0,398
50,7,0,7,18,1363140,3424,0,0,405
51,8,0,7,18,1393860,3433,0,0,413
52,2,0,1,24,1422900,3436,0,0,415
53,11,0,10,15,1431120,3440,0,0,426
54,12,0,13,12,1454340,3421,0,0,438
55,8,0,9,16,1502640,3438,0,0,446
56,9,0,11,14,1530180,3446,0,0,455
57,9,0,7,18,1585680,3469,0,0,464
58,15,0,17,8,1597380,3457,0,0,479
59,13,0,10,15,1664760,3453,0,0,492
60,19,0,14,11,1707900,3436,0,0,511
61,12,0,11,14,1752600,3423,0,0,523
62,13,0,14,11,1791360,3431,0,0,536
63,9,0,9,16,1850040,3451,0,0,545
64,13,0,16,9,1871460,3452,0,0,558
65,13,0,13,12,1929540,3457,0,0,571
