Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,4,0,2,23,5820,2910,0,0,4
2,4,0,5,20,10080,3360,0,0,8
3,3,0,7,18,15120,3780,0,0,11
4,6,0,7,18,52560,5256,0,0,17
5,6,0,9,16,68280,4877,0,0,23
6,6,0,8,17,96600,4600,0,0,29
7,10,0,9,16,136740,4558,0,0,39
8,4,0,6,19,164460,4444,0,0,43
9,8,0,7,18,191460,4351,0,0,51
10,11,0,10,15,214620,4127,0,0,62
11,12,0,16,9,229800,3962,0,0,74
12,24,2,25,0,289620,4079,360,3,98
13,10,0,21,4,358920,4125,5640,52,108
14,10,0,15,10,455940,4426,5640,47,118
15,13,0,16,9,510660,4440,5640,43,131
16,12,0,18,7,548160,4385,5640,39,143
17,18,0,23,2,613620,4446,5640,35,161
18,4,0,14,11,679440,4499,5640,34,165
19,7,0,10,15,746820,4610,5640,32,172
20,2,0,8,17,767940,4626,5640,32,174
21,2,0,2,23,826740,4751,5640,32,176
22,5,0,5,20,835200,4745,5640,31,181
23,3,0,5,20,847260,4733,5640,30,184
24,9,0,10,15,869160,4749,5640,29,193
25,8,0,12,13,889020,4703,5640,28,201
26,10,0,9,16,951420,4710,5640,26,211
27,3,0,6,19,976560,4695,5640,26,214
28,2,0,3,22,1005480,4720,5640,26,216
29,6,0,7,18,1014300,4717,5640,25,222
30,12,0,10,15,1045740,4668,5640,24,234
31,7,0,12,13,1068000,4663,5640,23,241
32,5,0,9,16,1100520,4643,5640,22,246
33,17,0,16,9,1152720,4666,5640,21,263
34,6,0,10,15,1194120,4610,5640,20,269
35,17,0,19,6,1236720,4631,5640,19,286
36,13,0,19,6,1302840,4653,5640,18,299
37,9,0,13,12,1378860,4674,5640,18,308
38,17,0,20,5,1429860,4688,5640,17,325
39,9,0,14,11,1500180,4688,5640,16,334
40,12,0,13,12,1558740,4680,5640,16,346
41,11,0,13,12,1614600,4693,5640,15,357
42,4,0,7,18,1656000,4677,5640,15,361
43,16,0,13,12,1699320,4668,5640,14,377
44,4,0,9,16,1733880,4660,5640,14,381
45,3,0,4,21,1772160,4663,5640,14,384
46,8,0,7,18,1795020,4662,5640,14,392
47,7,0,6,19,1825380,4644,5640,14,399
48,8,0,9,16,1851660,4652,5640,13,407
49,7,0,8,17,1878660,4627,5640,13,414
50,7,0,12,13,1900080,4645,5640,13,421
51,4,0,8,17,1942200,4657,5640,13,425
52,0,0,1,24,1984260,4679,5640,13,425
53,6,0,6,19,1991640,4686,5640,13,431
54,7,0,11,14,2000100,4684,5640,12,438
55,6,0,9,16,2037600,4684,5640,12,444
56,6,0,9,16,2068980,4691,5640,12,450
57,10,0,10,15,2113860,4697,5640,12,460
58,11,0,11,14,2154480,4683,5640,11,471
59,9,0,14,11,2182020,4682,5640,11,480
60,15,0,19,6,2237100,4699,5640,11,495
