Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,8,0,6,19,1620,810,0,0,8
2,6,0,7,18,9720,1388,0,0,14
3,3,0,2,23,43260,2884,0,0,17
4,6,0,7,18,44340,2771,0,0,23
5,7,0,5,20,74700,2988,0,0,30
6,3,0,3,22,90420,3014,0,0,33
7,11,0,9,16,104700,2991,0,0,44
8,5,0,5,20,130800,2972,0,0,49
9,8,0,6,19,150720,2955,0,0,57
10,8,0,4,21,173040,2836,0,0,65
11,8,0,6,19,190980,2850,0,0,73
12,11,0,8,17,211680,2785,0,0,84
13,12,0,10,15,234540,2727,0,0,96
14,5,0,4,21,272640,2810,0,0,101
15,3,0,2,23,292080,2863,0,0,104
16,7,0,4,21,305820,2858,0,0,111
17,12,0,9,16,314700,2760,0,0,123
18,9,0,8,17,351180,2832,0,0,132
19,10,0,11,14,381120,2909,0,0,142
20,6,0,9,16,406860,2927,0,0,148
21,2,0,3,22,444480,3023,0,0,150
22,6,0,6,19,456660,3044,0,0,156
23,5,0,9,16,465720,3063,0,0,161
24,3,0,6,19,488040,3088,0,0,164
25,5,0,4,21,533940,3236,0,0,169
26,2,0,3,22,542220,3227,0,0,171
27,9,0,9,16,556620,3255,0,0,180
28,13,0,15,10,565980,3179,0,0,193
29,10,0,12,13,621120,3251,0,0,203
30,5,0,5,20,681420,3356,0,0,208
31,11,0,7,18,708360,3341,0,0,219
32,14,0,13,12,729900,3317,0,0,233
33,9,0,10,15,774000,3336,0,0,242
34,17,0,15,10,817200,3349,0,0,259
35,15,0,15,10,858360,3314,0,0,274
36,18,0,16,9,914040,3311,0,0,292
37,18,0,15,10,951600,3225,0,0,310
38,11,0,13,12,1014780,3294,0,0,321
39,6,0,5,20,1068000,3316,0,0,327
40,13,0,10,15,1100400,3334,0,0,340
41,11,0,14,11,1117920,3317,0,0,351
42,8,0,9,16,1171560,3347,0,0,359
43,9,0,10,15,1202820,3359,0,0,368
44,8,0,9,16,1242420,3385,0,0,376
45,13,0,13,12,1276980,3396,0,0,389
46,4,0,7,18,1316160,3409,0,0,393
47,5,0,6,19,1350180,3444,0,0,398
48,3,0,3,22,1381860,3472,0,0,401
49,10,0,6,19,1396620,3448,0,0,411
50,4,0,3,22,1414680,3433,0,0,415
51,7,0,4,21,1431240,3424,0,0,422
52,5,0,6,19,1440000,3420,0,0,427
53,6,0,4,21,1456560,3395,0,0,433
54,5,0,5,20,1473540,3403,0,0,438
55,6,0,9,16,1480620,3403,0,0,444
56,8,0,9,16,1518780,3428,0,0,452
57,7,0,6,19,1553340,3429,0,0,459
58,6,0,5,20,1574160,3422,0,0,465
59,15,0,11,14,1588320,3386,0,0,480
60,9,0,12,13,1607040,3369,0,0,489
61,9,0,10,15,1664100,3410,0,0,498
62,10,0,10,15,1689180,3391,0,0,508
63,9,0,11,14,1718340,3395,0,0,517
64,13,0,8,17,1766940,3384,0,0,530
65,9,0,10,15,1784880,3374,0,0,539
66,8,0,10,15,1827060,3402,0,0,547
67,6,0,9,16,1852740,3405,0,0,553
68,5,0,7,18,1899600,3447,0,0,558
69,5,0,7,18,1919700,3452,0,0,563
70,11,0,10,15,1941180,3441,0,0,574
71,5,0,8,17,1982880,3472,0,0,579
72,7,0,8,17,2010480,3478,0,0,586
73,2,0,1,24,2053500,3498,0,0,588
74,2,0,3,22,2053500,3498,0,0,590
75,6,0,7,18,2062140,3501,0,0,596
76,9,0,11,14,2071560,3487,0,0,605
77,8,0,12,13,2104200,3501,0,0,613
78,6,0,7,18,2155800,3522,0,0,619
79,6,0,6,19,2182320,3525,0,0,625
80,5,0,7,18,2204760,3538,0,0,630
81,15,0,11,14,2235360,3525,0,0,645
82,13,0,14,11,2262960,3513,0,0,658
83,12,0,14,11,2313720,3527,0,0,670
84,10,0,11,14,2362680,3531,0,0,680
