Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,5,0,4,21,900,900,0,0,5
2,7,0,5,20,14280,2040,0,0,12
3,5,0,7,18,30420,3042,0,0,17
4,12,0,13,12,42120,2632,0,0,29
5,10,0,14,11,74400,2976,0,0,39
6,7,0,7,18,135900,3484,0,0,46
7,7,0,6,19,177360,3773,0,0,53
8,8,0,7,18,206040,3815,0,0,61
9,12,0,12,13,234000,3836,0,0,73
10,10,0,11,14,261600,3633,0,0,83
11,8,0,8,17,316380,3811,0,0,91
12,6,0,6,19,348300,3827,0,0,97
13,9,0,8,17,374220,3818,0,0,106
14,11,0,10,15,404760,3782,0,0,117
15,14,0,18,7,429300,3799,0,0,131
16,12,0,18,7,479880,3839,0,0,143
17,9,0,10,15,562200,3959,0,0,152
18,5,0,8,17,583980,3919,0,0,157
19,11,0,11,14,616380,3925,0,0,168
20,6,0,5,20,669900,3963,0,0,174
21,6,0,7,18,688680,3980,0,0,180
22,6,0,6,19,707280,3929,0,0,186
23,0,0,5,20,712980,3939,0,0,186
24,5,0,6,19,733680,3965,0,0,191
25,4,0,5,20,752040,3958,0,0,195
26,3,0,4,21,774480,3992,0,0,198
27,0,0,0,25,796080,4020,0,0,198
28,1,0,1,24,796080,4020,0,0,199
29,5,0,4,21,798120,3990,0,0,204
30,6,0,5,20,817020,3985,0,0,210
31,6,0,6,19,833760,3970,0,0,216
32,12,0,10,15,846780,3884,0,0,228
33,11,0,15,10,864420,3859,0,0,239
34,11,0,15,10,921360,3920,4320,17,250
35,9,0,12,13,981600,3974,4320,16,259
36,12,0,12,13,1021980,3945,4320,15,271
37,16,0,11,14,1075020,3895,4320,15,287
38,13,0,17,8,1111680,3928,4320,14,300
39,12,0,15,10,1148160,3865,5100,16,312
40,10,0,14,11,1206480,3917,5100,15,322
41,6,0,8,17,1261440,3942,5100,15,328
42,9,0,9,16,1292280,3939,5100,15,337
43,11,0,11,14,1315560,3903,5100,14,348
44,10,0,9,16,1358760,3893,5100,14,358
45,5,0,5,20,1401420,3914,5100,14,363
46,8,0,7,18,1419120,3898,5100,13,371
47,3,0,3,22,1446540,3899,5100,13,374
48,11,0,11,14,1456380,3894,5100,13,385
49,5,0,8,17,1482000,3879,5100,13,390
50,7,0,6,19,1525440,3901,5100,12,397
51,2,0,2,23,1547700,3898,5100,12,399
52,1,0,2,23,1554120,3904,5100,12,400
53,8,0,4,21,1573560,3894,5100,12,408
54,11,0,8,17,1584180,3854,5100,12,419
55,8,0,6,19,1612080,3829,5100,11,427
56,10,0,10,15,1630500,3818,5100,11,437
57,15,0,15,10,1657620,3793,5100,11,452
58,13,0,12,13,1714980,3785,5100,10,465
59,13,0,13,12,1758180,3781,5100,10,478
60,14,0,13,12,1796160,3749,5100,10,492
61,8,0,9,16,1842840,3753,5100,10,500
62,10,0,6,19,1897620,3765,5100,10,510
63,11,0,9,16,1920600,3751,5100,9,521
64,11,0,10,15,1956240,3747,5100,9,532
65,7,0,10,15,1980840,3744,5100,9,539
66,8,0,8,17,2027820,3762,5100,9,547
67,8,0,10,15,2058000,3776,5100,9,555
68,15,0,12,13,2100240,3763,5100,8,570
69,12,0,16,9,2121300,3747,5100,8,582
70,3,0,6,19,2167500,3743,5100,8,585
71,7,0,6,19,2193480,3743,5100,8,592
72,12,0,10,15,2221500,3739,5100,8,604
73,1,0,2,23,2256540,3742,5100,8,605
74,5,0,5,20,2259840,3735,5100,8,610
75,6,0,6,19,2284080,3744,5100,8,616
76,5,0,5,20,2307180,3745,5100,8,621
77,2,0,3,22,2325420,3750,5100,8,623
78,18,0,14,11,2345400,3740,5100,7,641
79,11,0,9,16,2379540,3700,5100,7,652
80,3,0,5,20,2406120,3701,5100,7,655
81,10,0,10,15,2418120,3691,5100,7,665
82,11,0,10,15,2455080,3686,5100,7,676
83,12,0,9,16,2493960,3672,5100,7,688
84,7,0,9,16,2520480,3674,5100,7,695
85,8,0,11,14,2540460,3671,5100,7,703
86,17,0,16,9,2583240,3669,5100,7,720
87,13,0,19,6,2640780,3698,5100,6,733
88,11,0,15,10,2712000,3720,5100,6,744
89,2,0,6,19,2752440,3719,5100,6,746
90,10,0,9,16,2796720,3743,5100,6,756
91,7,0,10,15,2811840,3734,5100,6,763
92,9,0,7,18,2854260,3731,5100,6,772
93,5,0,3,22,2891520,3735,5100,6,777
94,8,0,8,17,2900220,3732,5100,6,785
95,9,0,9,16,2920920,3720,5100,6,794
96,3,0,3,22,2963220,3732,5100,6,797
97,4,0,2,23,2975760,3724,5100,6,801
98,6,0,6,19,2981520,3722,5100,6,807
99,9,0,11,14,2990760,3715,5100,6,816
100,11,0,12,13,3028800,3716,5100,6,827
101,6,0,6,19,3083940,3729,5100,6,833
102,15,0,11,14,3105180,3709,5100,6,848
103,13,0,14,11,3139500,3706,5100,5,861
104,7,0,7,18,3192000,3707,5100,5,868
105,6,0,11,14,3202200,3710,5100,5,874
106,11,0,11,14,3238980,3705,5100,5,885
107,9,0,12,13,3286920,3726,5100,5,894
108,11,0,11,14,3337380,3733,5100,5,905
109,11,0,13,12,3363480,3724,5100,5,916
110,9,0,8,17,3412200,3721,5100,5,925
111,13,0,12,13,3439980,3714,5100,5,938
112,10,0,6,19,3494820,3710,5100,5,948
113,10,0,11,14,3514140,3710,5100,5,958
114,8,0,14,11,3536040,3714,5100,5,966
115,11,0,10,15,3600240,3723,5100,5,977
116,7,0,9,16,3628860,3721,5100,5,984
117,5,0,8,17,3657960,3728,5100,5,989
118,5,0,4,21,3704880,3742,5100,5,994
119,7,0,5,20,3719460,3734,5100,5,1001
120,6,0,2,23,3738420,3719,5100,5,1007
121,6,0,5,20,3743040,3713,5100,5,1013
122,5,0,3,22,3761640,3706,5100,5,1018
123,8,0,6,19,3772440,3698,5100,4,1026
124,3,0,4,21,3793740,3701,5100,4,1029
125,8,0,6,19,3814140,3699,5100,4,1037
126,4,0,6,19,3830040,3700,5100,4,1041
127,8,0,8,17,3847320,3695,5100,4,1049
128,7,0,7,18,3877080,3695,5100,4,1056
129,6,0,5,20,3910020,3699,5100,4,1062
130,7,0,8,17,3927120,3701,5100,4,1069
131,12,0,15,10,3943200,3699,5100,4,1081
132,14,0,14,11,3999240,3699,5100,4,1095
133,15,0,19,6,4030560,3694,5100,4,1110
134,16,0,13,12,4132140,3712,5100,4,1126
135,9,0,6,19,4185900,3707,5100,4,1135
136,9,0,8,17,4209240,3705,5100,4,1144
137,14,0,13,12,4243980,3706,5100,4,1158
138,6,0,7,18,4286580,3704,5100,4,1164
139,7,0,8,17,4309920,3705,5100,4,1171
140,7,0,8,17,4341420,3710,5100,4,1178
141,5,0,7,18,4364940,3711,5100,4,1183
142,3,0,5,20,4390320,3717,5100,4,1186
143,2,0,2,23,4413360,3721,5100,4,1188
144,5,0,7,18,4413360,3721,5100,4,1193
145,6,0,7,18,4437180,3722,5100,4,1199
146,7,0,7,18,4463520,3722,5100,4,1206
147,6,0,6,19,4486020,3719,5100,4,1212
148,8,0,7,18,4511220,3719,5100,4,1220
149,2,0,2,23,4543860,3724,5100,4,1222
150,3,0,3,22,4552140,3725,5100,4,1225
151,10,0,11,14,4553520,3720,5100,4,1235
152,10,0,10,15,4584360,3712,5100,4,1245
153,9,0,9,16,4629060,3718,5100,4,1254
154,9,0,13,12,4647120,3717,5100,4,1263
155,10,0,13,12,4684560,3717,5100,4,1273
156,12,0,12,13,4748880,3730,5100,3,1285
157,11,0,11,14,4790880,3728,5100,3,1296
158,9,0,11,14,4827180,3730,5100,3,1305
159,17,0,18,7,4864800,3730,5100,3,1322
160,16,0,20,5,4906980,3723,5100,3,1338
161,16,0,13,12,4984740,3717,5100,3,1354
162,14,0,15,10,5034240,3720,5100,3,1368
163,11,0,11,14,5093340,3723,5100,3,1379
164,5,0,7,18,5129580,3725,5100,3,1384
165,6,0,4,21,5162520,3724,5100,3,1390
166,7,0,6,19,5168760,3715,5100,3,1397
167,7,0,6,19,5194800,3715,5100,3,1404
168,4,0,3,22,5213100,3710,5100,3,1408
169,5,0,4,21,5234880,3715,5100,3,1413
170,7,0,6,19,5242440,3707,5100,3,1420
171,11,0,7,18,5268600,3699,5100,3,1431
172,6,0,7,18,5294700,3702,5100,3,1437
173,4,0,4,21,5325120,3705,5100,3,1441
174,6,0,6,19,5340600,3706,5100,3,1447
175,7,0,5,20,5358720,3698,5100,3,1454
176,8,0,8,17,5372520,3694,5100,3,1462
177,12,0,11,14,5399820,3690,5100,3,1474
178,5,0,7,18,5440920,3696,5100,3,1479
179,5,0,5,20,5465700,3695,5100,3,1484
180,11,0,11,14,5479080,3692,5100,3,1495
181,8,0,7,18,5511480,3684,5100,3,1503
182,19,0,16,9,5536860,3676,5100,3,1522
183,8,0,2,23,5606940,3669,5100,3,1530
184,6,0,4,21,5614500,3664,5100,3,1536
185,10,0,6,19,5640300,3662,5100,3,1546
186,11,0,6,19,5658600,3648,5100,3,1557
187,7,0,8,17,5682060,3651,5100,3,1564
188,3,0,3,22,5708880,3650,5100,3,1567
189,8,0,6,19,5722620,3647,5100,3,1575
190,6,0,10,15,5728980,3646,5100,3,1581
191,8,0,5,20,5772480,3644,5100,3,1589
192,5,0,8,17,5779200,3643,5100,3,1594
193,5,0,4,21,5827620,3653,5100,3,1599
194,6,0,4,21,5838180,3646,5100,3,1605
195,9,0,3,22,5862000,3638,5100,3,1614
196,6,0,4,21,5874960,3635,5100,3,1620
197,9,0,4,21,5892000,3625,5100,3,1629
198,6,0,3,22,5908920,3620,5100,3,1635
199,10,0,7,18,5930820,3620,5100,3,1645
200,5,0,7,18,5941620,3616,5100,3,1650
201,6,0,8,17,5962740,3618,5100,3,1656
202,9,0,6,19,5997120,3614,5100,3,1665
203,6,0,5,20,6017760,3612,5100,3,1671
204,7,0,7,18,6032520,3610,5100,3,1678
205,5,0,7,18,6043860,3606,5100,3,1683
206,8,0,7,18,6082020,3611,5100,3,1691
207,10,0,10,15,6106860,3611,5100,2,1701
208,17,0,16,9,6144360,3610,5100,2,1718
209,7,0,13,12,6180840,3610,5100,2,1725
210,12,0,13,12,6244080,3621,5100,2,1737
211,8,0,14,11,6280140,3628,5100,2,1745
212,9,0,12,13,6331980,3634,5100,2,1754
213,4,0,4,21,6375960,3635,5100,2,1758
214,7,0,5,20,6398700,3635,5100,2,1765
215,7,0,5,20,6422040,3634,5100,2,1772
216,7,0,9,16,6431580,3633,5100,2,1779
217,5,0,4,21,6468060,3633,5100,2,1784
218,7,0,8,17,6478440,3633,5100,2,1791
219,4,0,8,17,6498840,3636,5100,2,1795
220,7,0,6,19,6529920,3635,5100,2,1802
221,6,0,7,18,6546120,3634,5100,2,1808
222,9,0,7,18,6586020,3638,5100,2,1817
223,7,0,7,18,6595020,3629,5100,2,1824
224,13,0,13,12,6613140,3625,5100,2,1837
225,10,0,13,12,6646740,3624,5100,2,1847
226,7,0,8,17,6702600,3630,5100,2,1854
227,10,0,10,15,6726000,3627,5100,2,1864
228,6,0,7,18,6761940,3629,5100,2,1870
229,10,0,10,15,6787980,3629,5100,2,1880
230,11,0,11,14,6824100,3629,5100,2,1891
231,11,0,13,12,6853860,3628,5100,2,1902
232,9,0,15,10,6893700,3635,5100,2,1911
233,14,0,13,12,6953580,3636,5100,2,1925
234,9,0,11,14,6997920,3639,5100,2,1934
235,7,0,8,17,7041660,3642,5100,2,1941
236,10,0,8,17,7069920,3638,5100,2,1951
237,7,0,6,19,7104960,3639,5100,2,1958
238,4,0,5,20,7127640,3642,5100,2,1962
239,3,0,5,20,7141500,3643,5100,2,1965
240,5,0,4,21,7161240,3642,5100,2,1970
241,2,0,3,22,7168260,3640,5100,2,1972
242,7,0,5,20,7182540,3638,5100,2,1979
243,6,0,6,19,7199580,3637,5100,2,1985
244,6,0,3,22,7226400,3635,5100,2,1991
245,8,0,5,20,7240500,3631,5100,2,1999
246,6,0,4,21,7258140,3627,5100,2,2005
247,3,0,3,22,7269660,3625,5100,2,2008
248,11,0,9,16,7281660,3622,5100,2,2019
249,9,0,9,16,7306020,3618,5100,2,2028
250,8,0,10,15,7335900,3620,5100,2,2036
251,10,0,10,15,7377000,3623,5100,2,2046
252,12,0,14,11,7404540,3622,5100,2,2058
253,12,0,9,16,7457580,3618,5100,2,2070
254,10,0,11,14,7504140,3626,5100,2,2080
255,6,0,9,16,7533600,3627,5100,2,2086
256,9,0,10,15,7562820,3627,5100,2,2095
257,4,0,6,19,7606860,3634,5100,2,2099
258,7,0,7,18,7641660,3640,5100,2,2106
259,14,0,12,13,7661280,3634,5100,2,2120
260,6,0,10,15,7691880,3635,5100,2,2126
261,9,0,8,17,7745340,3641,5100,2,2135
262,5,0,5,20,7777320,3642,5100,2,2140
263,4,0,3,22,7801500,3643,5100,2,2144
264,5,0,3,22,7805160,3637,5100,2,2149
265,3,0,2,23,7819740,3637,5100,2,2152
266,11,0,9,16,7823220,3631,5100,2,2163
267,4,0,6,19,7852920,3633,5100,2,2167
268,8,0,8,17,7879620,3636,5100,2,2175
269,8,0,9,16,7913700,3640,5100,2,2183
270,7,0,8,17,7942740,3640,5100,2,2190
271,9,0,10,15,7962780,3637,5100,2,2199
272,2,0,5,20,7994700,3640,5100,2,2201
273,10,0,11,14,8016540,3643,5100,2,2211
274,4,0,6,19,8047140,3642,5100,2,2215
275,10,0,8,17,8081640,3645,5100,2,2225
276,7,0,11,14,8097240,3645,5100,2,2232
277,14,0,15,10,8127000,3642,5100,2,2246
278,20,0,23,2,8182320,3647,5100,2,2266
279,6,0,8,17,8280900,3657,5100,2,2272
280,9,0,8,17,8300160,3651,5100,2,2281
281,10,0,8,17,8338440,3652,5100,2,2291
282,7,0,7,18,8362980,3650,5100,2,2298
283,7,0,7,18,8400060,3655,5100,2,2305
284,11,0,11,14,8426820,3655,5100,2,2316
285,6,0,6,19,8469540,3656,5100,2,2322
286,5,0,3,22,8513280,3663,5100,2,2327
287,6,0,6,19,8525160,3663,5100,2,2333
288,3,0,3,22,8542380,3661,5100,2,2336
289,3,0,2,23,8559900,3662,5100,2,2339
290,2,0,3,22,8562780,3662,5100,2,2341
291,8,0,4,21,8580180,3658,5100,2,2349
292,7,0,7,18,8587980,3656,5100,2,2356
293,5,0,6,19,8607720,3655,5100,2,2361
294,4,0,5,20,8626680,3655,5100,2,2365
295,12,0,7,18,8661480,3654,5100,2,2377
296,11,0,15,10,8666880,3652,5100,2,2388
297,9,0,14,11,8699160,3650,5100,2,2397
298,13,0,11,14,8770500,3655,5100,2,2410
299,11,0,8,17,8811780,3651,5100,2,2421
300,15,0,10,15,8847780,3647,5100,2,2436
301,13,0,13,12,8876220,3643,5100,2,2449
302,14,0,17,8,8912700,3643,5100,2,2463
303,9,0,11,14,8985240,3651,5100,2,2472
304,7,0,9,16,9026520,3654,5100,2,2479
305,13,0,7,18,9069600,3649,5100,2,2492
306,6,0,7,18,9092520,3650,5100,2,2498
307,9,0,8,17,9114300,3647,5100,2,2507
308,13,0,9,16,9150060,3643,5100,2,2520
309,10,0,10,15,9164700,3636,5100,2,2530
310,7,0,13,12,9180540,3637,5100,2,2537
311,13,0,9,16,9247320,3639,5100,2,2550
312,8,0,13,12,9262500,3639,5100,1,2558
313,3,0,5,20,9323940,3647,5100,1,2561
314,9,0,6,19,9355920,3648,5100,1,2570
315,5,0,7,18,9367140,3647,5100,1,2575
316,10,0,11,14,9402720,3652,5100,1,2585
317,8,0,9,16,9432600,3650,5100,1,2593
318,7,0,5,20,9471000,3649,5100,1,2600
319,9,0,9,16,9487020,3648,5100,1,2609
320,9,0,8,17,9520620,3647,5100,1,2618
321,3,0,5,20,9535860,3645,5100,1,2621
322,13,0,7,18,9577260,3645,5100,1,2634
323,12,0,10,15,9597600,3640,5100,1,2646
324,13,0,11,14,9628500,3636,5100,1,2659
325,10,0,9,16,9670320,3635,5100,1,2669
326,11,0,12,13,9701100,3636,5100,1,2680
327,9,0,10,15,9748140,3638,5100,1,2689
328,15,0,15,10,9791640,3641,5100,1,2704
329,11,0,11,14,9860880,3646,5100,1,2715
330,3,0,7,18,9890100,3648,5100,1,2718
331,10,0,9,16,9926700,3650,5100,1,2728
332,9,0,10,15,9951420,3649,5100,1,2737
333,6,0,7,18,9987240,3650,5100,1,2743
334,2,0,4,21,10011780,3652,5100,1,2745
335,5,0,3,22,10035480,3653,5100,1,2750
336,4,0,4,21,10046700,3653,5100,1,2754
337,1,0,3,22,10058580,3655,5100,1,2755
338,6,0,6,19,10072380,3656,5100,1,2761
339,5,0,4,21,10095660,3655,5100,1,2766
340,4,0,5,20,10110360,3656,5100,1,2770
341,7,0,7,18,10127460,3656,5100,1,2777
342,2,0,4,21,10148280,3657,5100,1,2779
343,9,0,9,16,10163220,3657,5100,1,2788
344,7,0,8,17,10183020,3653,5100,1,2795
345,7,0,10,15,10211160,3657,5100,1,2802
346,6,0,6,19,10257960,3660,5100,1,2808
347,8,0,6,19,10294560,3663,5100,1,2816
348,12,0,10,15,10317660,3661,5100,1,2828
349,12,0,15,10,10344900,3661,5100,1,2840
350,8,0,11,14,10385640,3660,5100,1,2848
351,12,0,10,15,10429800,3659,5100,1,2860
352,5,0,9,16,10450860,3659,5100,1,2865
353,10,0,7,18,10500780,3661,5100,1,2875
354,10,0,11,14,10512840,3657,5100,1,2885
355,11,0,13,12,10537260,3654,5100,1,2896
