Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,4,0,1,24,2760,920,0,0,4
2,6,0,4,21,6540,1090,0,0,10
3,5,0,5,20,18660,1866,0,0,15
4,12,0,8,17,48660,2561,0,0,27
5,5,0,6,19,65640,2524,0,0,32
6,9,0,10,15,90000,2903,0,0,41
7,11,0,10,15,127140,3027,0,0,52
8,10,0,11,14,147420,2890,0,0,62
9,15,0,11,14,202320,3065,0,0,77
10,13,0,11,14,241560,3057,0,0,90
11,7,0,10,15,260340,2992,0,0,97
12,11,0,12,13,306540,3193,0,0,108
13,6,0,9,16,345780,3293,0,0,114
14,6,0,6,19,384360,3371,0,0,120
15,13,0,13,12,400860,3340,0,0,133
16,8,0,8,17,446880,3360,0,0,141
17,16,0,12,13,479220,3304,0,0,157
18,9,0,6,19,519360,3246,0,0,166
19,7,0,5,20,531900,3166,0,0,173
20,8,0,7,18,546720,3142,0,0,181
21,8,0,7,18,575760,3163,0,0,189
22,6,0,8,17,594780,3180,0,0,195
23,3,0,5,20,616260,3193,0,0,198
24,5,0,4,21,644940,3240,0,0,203
25,7,0,4,21,663720,3221,0,0,210
26,3,0,2,23,684240,3242,0,0,213
27,6,0,4,21,691800,3217,0,0,219
28,6,0,6,19,699660,3194,0,0,225
29,8,0,7,18,722040,3194,0,0,233
30,7,0,8,17,734100,3164,0,0,240
31,13,0,10,15,775380,3190,0,0,253
32,6,0,9,16,801060,3204,0,0,259
33,9,0,11,14,828360,3223,0,0,268
34,14,0,16,9,871020,3274,0,0,282
35,11,0,9,16,933960,3288,0,0,293
36,6,0,6,19,961680,3282,0,0,299
37,12,0,13,12,986280,3309,0,0,311
38,11,0,12,13,1014120,3271,0,0,322
39,12,0,14,11,1060260,3313,0,0,334
40,13,0,12,13,1106280,3302,0,0,347
41,3,0,4,21,1150380,3324,0,0,350
42,8,0,8,17,1170780,3345,0,0,358
43,13,0,9,16,1200420,3316,0,0,371
