Hour,Arrivals,Waiting,Treating,Available Rooms,Total Treatment Time,Average Treatment Time,Total Wait Time,Average Wait Time,Total Arrivals
1,5,0,4,21,2340,2340,0,0,5
2,10,0,12,13,9480,3160,0,0,15
3,4,0,7,18,46620,3885,0,0,19
4,5,0,4,21,87780,4389,0,0,24
5,8,0,8,17,103080,4295,0,0,32
6,8,0,11,14,127200,4386,0,0,40
7,11,0,11,14,176880,4422,0,0,51
8,4,0,10,15,203220,4516,0,0,55
9,6,0,7,18,246120,4557,0,0,61
10,11,0,12,13,277920,4632,0,0,72
11,9,0,8,17,324480,4444,0,0,81
12,8,0,10,15,342960,4341,0,0,89
13,15,0,14,11,386760,4297,0,0,104
14,21,3,25,0,410880,4235,0,0,125
15,8,0,17,8,507720,4376,3840,28,133
16,12,0,14,11,586800,4479,3840,26,145
17,10,0,14,11,633840,4495,3840,24,155
18,7,0,7,18,697980,4503,3840,23,162
19,3,0,4,21,718380,4461,3840,23,165
20,5,0,5,20,738300,4474,3840,22,170
21,4,0,6,19,749340,4460,3840,22,174
22,10,0,13,12,762960,4461,3840,20,184
23,4,0,8,17,808560,4492,3840,20,188
24,6,0,7,18,850980,4550,3840,19,194
25,4,0,7,18,874680,4579,3840,19,198
26,3,0,6,19,901800,4624,3840,19,201
27,9,0,10,15,925080,4625,3840,18,210
28,7,0,11,14,960600,4663,3840,17,217
29,6,0,9,16,997740,4662,3840,17,223
30,7,0,10,15,1026420,4665,3840,16,230
31,6,0,7,18,1069620,4670,3840,16,236
32,12,0,12,13,1103280,4674,3840,15,248
33,5,0,8,17,1137360,4642,3840,15,253
34,7,0,7,18,1170600,4626,3840,14,260
35,8,0,11,14,1188780,4625,3840,14,268
36,8,0,10,15,1238160,4654,3840,13,276
37,8,0,11,14,1273920,4666,3840,13,284
38,5,0,9,16,1302360,4651,3840,13,289
39,10,0,12,13,1337520,4660,3840,12,299
40,11,0,9,16,1398240,4645,3840,12,310
41,7,0,12,13,1422240,4663,3840,12,317
42,6,0,7,18,1477680,4676,3840,11,323
43,5,0,8,17,1493580,4667,3840,11,328
44,5,0,6,19,1533780,4690,3840,11,333
45,8,0,10,15,1548000,4676,3840,11,341
46,5,0,8,17,1590120,4704,3840,11,346
47,6,0,10,15,1612080,4713,3840,10,352
48,11,0,14,11,1648860,4724,3840,10,363
49,3,0,8,17,1700040,4748,3840,10,366
50,7,0,8,17,1737780,4761,3840,10,373
51,8,0,8,17,1768620,4741,3840,10,381
52,4,0,10,15,1776240,4736,3840,9,385
53,5,0,6,19,1825680,4754,3840,9,390
54,6,0,6,19,1853760,4753,3840,9,396
55,5,0,8,17,1865700,4747,3840,9,401
56,7,0,8,17,1903980,4759,3840,9,408
57,8,0,13,12,1916460,4755,3840,9,416
58,9,0,10,15,1962960,4730,3840,9,425
59,8,0,9,16,2003220,4724,3840,8,433
60,9,0,12,13,2029860,4720,3840,8,442
61,9,0,15,10,2073780,4756,3840,8,451
62,8,0,10,15,2138880,4763,3840,8,459
63,14,0,16,9,2168760,4745,3840,8,473
64,5,0,10,15,2212380,4727,3840,8,478
65,9,0,12,13,2263740,4765,3840,7,487
66,13,0,16,9,2294520,4740,3840,7,500
67,9,0,15,10,2339880,4736,3840,7,509
68,8,0,11,14,2395500,4734,3840,7,517
69,8,0,12,13,2431980,4740,3840,7,525
70,6,0,9,16,2474640,4740,3840,7,531
71,2,0,5,20,2503260,4741,3840,7,533
72,6,0,6,19,2534520,4755,3840,7,539
73,7,0,11,14,2546160,4759,3840,7,546
74,6,0,8,17,2591760,4764,3840,6,552
75,1,0,2,23,2626380,4766,3840,6,553
76,2,0,2,23,2643600,4780,3840,6,555
77,5,0,6,19,2648340,4780,3840,6,560
78,10,0,13,12,2657820,4771,3840,6,570
79,5,0,10,15,2700600,4779,3840,6,575
80,8,0,10,15,2735460,4773,3840,6,583
81,8,0,12,13,2768760,4781,3840,6,591
82,12,0,15,10,2824860,4804,3840,6,603
83,12,0,18,7,2868360,4804,3840,6,615
84,9,0,11,14,2952900,4817,3840,6,624
85,2,0,9,16,2976780,4824,3840,6,626
86,10,0,11,14,3011940,4819,3840,6,636
87,8,0,10,15,3051360,4812,3840,5,644
88,8,0,11,14,3085380,4813,3840,5,652
89,7,0,11,14,3122220,4818,3840,5,659
90,11,0,14,11,3167340,4828,3840,5,670
91,10,0,14,11,3211560,4822,3840,5,680
92,7,0,13,12,3254880,4829,3840,5,687
93,7,0,9,16,3316380,4841,3840,5,694
94,5,0,9,16,3340080,4840,3840,5,699
95,7,0,7,18,3386760,4845,3840,5,706
96,9,0,10,15,3409740,4836,3840,5,715
97,7,0,13,12,3425520,4831,3840,5,722
98,7,0,8,17,3478080,4823,3840,5,729
99,6,0,7,18,3515400,4828,3840,5,735
100,6,0,9,16,3531960,4825,3840,5,741
101,7,0,8,17,3577740,4834,3840,5,748
102,7,0,9,16,3600540,4826,3840,5,755
103,3,0,4,21,3638400,4825,3840,5,758
104,5,0,5,20,3652980,4819,3840,5,763
105,8,0,9,16,3667560,4813,3840,4,771
106,2,0,5,20,3702180,4820,3840,4,773
107,6,0,5,20,3727260,4815,3840,4,779
108,11,0,13,12,3734340,4806,3840,4,790
109,6,0,9,16,3768360,4788,3840,4,796
110,9,0,10,15,3810600,4793,3840,4,805
111,12,0,17,8,3832980,4791,3840,4,817
112,7,0,10,15,3896880,4787,3840,4,824
113,9,0,13,12,3937380,4801,3840,4,833
114,13,0,14,11,3984060,4788,3840,4,846
115,7,0,12,13,4025940,4787,3840,4,853
116,7,0,11,14,4076880,4801,3840,4,860
117,9,0,13,12,4114380,4806,3840,4,869
118,3,0,5,20,4175400,4815,3840,4,872
119,4,0,3,22,4200060,4811,3840,4,876
120,6,0,7,18,4203060,4803,3840,4,882
121,6,0,8,17,4229520,4806,3840,4,888
122,5,0,6,19,4264440,4807,3840,4,893
123,8,0,7,18,4290360,4799,3840,4,901
124,7,0,6,19,4325820,4795,3840,4,908
125,7,0,11,14,4332720,4792,3840,4,915
126,8,0,11,14,4380000,4802,3840,4,923
127,11,0,14,11,4414200,4798,3840,4,934
128,6,0,8,17,4473540,4799,3840,4,940
129,9,0,12,13,4503180,4805,3840,4,949
130,6,0,12,13,4538460,4812,3840,4,955
131,8,0,10,15,4589340,4815,3840,3,963
132,15,0,19,6,4618260,4815,3840,3,978
133,10,0,16,9,4672740,4807,3840,3,988
134,6,0,9,16,4747680,4819,3840,3,994
135,17,0,19,6,4783140,4821,3840,3,1011
136,12,0,18,7,4846560,4822,3840,3,1023
137,7,0,13,12,4917540,4835,3840,3,1030
138,8,0,8,17,4973880,4829,3840,3,1038
139,4,0,5,20,5006340,4827,3840,3,1042
140,9,0,10,15,5028900,4830,3840,3,1051
141,8,0,11,14,5052540,4821,3840,3,1059
142,5,0,8,17,5084460,4814,3840,3,1064
143,6,0,7,18,5121960,4818,3840,3,1070
144,2,0,7,18,5136480,4822,3840,3,1072
145,6,0,4,21,5178960,4822,3840,3,1078
146,8,0,8,17,5189220,4813,3840,3,1086
147,5,0,6,19,5224860,4815,3840,3,1091
148,1,0,2,23,5248200,4814,3840,3,1092
149,3,0,3,22,5260620,4817,3840,3,1095
150,7,0,8,17,5272200,4819,3840,3,1102
151,12,0,12,13,5299680,4809,3840,3,1114
152,4,0,12,13,5317380,4807,3840,3,1118
153,13,0,17,8,5352360,4804,3840,3,1131
154,13,0,19,6,5410560,4809,3840,3,1144
155,6,0,10,15,5485140,4811,3840,3,1150
156,11,0,13,12,5524740,4812,3840,3,1161
157,10,0,13,12,5570760,4810,3840,3,1171
158,18,0,21,4,5619720,4811,3840,3,1189
159,7,0,14,11,5684460,4809,3840,3,1196
160,9,0,9,16,5759040,4815,3840,3,1205
161,5,0,12,13,5769840,4816,3840,3,1210
162,10,0,10,15,5833620,4821,3840,3,1220
163,8,0,11,14,5864580,4818,3840,3,1228
164,6,0,10,15,5895660,4816,3840,3,1234
165,10,0,13,12,5934180,4820,3840,3,1244
166,6,0,13,12,5963460,4820,3840,3,1250
167,10,0,13,12,6015900,4824,3840,3,1260
168,4,0,8,17,6058560,4823,3840,3,1264
